PAO1_ID,Name,Product.Name,GeneID.(PAO1),PA14_ID
PA4588,gdhA,glutamate dehydrogenase,881027,PA14_60710
PA4589,,probable outer membrane protein precursor,881028,PA14_60730
PA4590,pra,protein activator,881035,PA14_60750
PA4591,,hypothetical protein,881042,PA14_60760
PA4592,,probable outer membrane protein precursor,881043,PA14_60770
PA4593,,probable permease of ABC transporter,881052,PA14_60780
PA4594,,probable ATP-binding component of ABC transporter,881053,PA14_60790
PA4595,,probable ATP-binding component of ABC transporter,881059,PA14_60800
PA4596,esrC,EsrC,881060,PA14_60810
PA4597,oprJ,Multidrug efflux outer membrane protein OprJ precursor,881070,PA14_60820
PA4598,mexD,Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexD,881071,PA14_60830
PA4599,mexC,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,881078,PA14_60850
PA4600,nfxB,transcriptional regulator NfxB,881079,PA14_60860
PA4601,morA,motility regulator,881084,PA14_60870
PA4602,glyA3,serine hydroxymethyltransferase,881085,PA14_60890
PA4603,,hypothetical protein,881090,PA14_60900
PA4604,,conserved hypothetical protein,881091,PA14_60920
PA4605,,conserved hypothetical protein,881097,PA14_60930
PA4606,,conserved hypothetical protein,881098,PA14_60950
PA4607,,hypothetical protein,881101,PA14_60960
PA4608,,hypothetical protein,881102,PA14_60970
PA4609,radA,DNA repair protein RadA,881107,PA14_60990
PA4610,,hypothetical protein,881108,PA14_61000
PA4611,,hypothetical protein,881114,PA14_61010
PA4612,,conserved hypothetical protein,881115,PA14_61020
PA4613,katB,catalase,881120,PA14_61040
PA4614,mscL,conductance mechanosensitive channel,881127,PA14_61050
PA4615,fprB,FprB,881128,PA14_61060
PA4616,,probable c4-dicarboxylate-binding protein,881133,PA14_61080
PA4617,,conserved hypothetical protein,881134,PA14_61090
PA4618,,hypothetical protein,881145,PA14_61120
PA4619,,probable c-type cytochrome,881146,PA14_61130
PA4620,,hypothetical protein,881160,PA14_61140
PA4621,,probable oxidoreductase,881161,PA14_61150
PA4622,,probable major facilitator superfamily (MFS) transporter,881168,PA14_61170
PA4623,,hypothetical protein,881169,
PA4624,cdrB,"cyclic diguanylate-regulated TPS partner B, CdrB",881173,PA14_61190
PA4625,cdrA,"cyclic diguanylate-regulated TPS partner A, CdrA",881174,PA14_61200
PA4626,hprA,glycerate dehydrogenase,881182,PA14_61210
PA4627,,conserved hypothetical protein,881183,PA14_61220
PA4628,lysP,lysine-specific permease,881192,PA14_61250
PA4629,,hypothetical protein,881193,PA14_61260
PA4630,,hypothetical protein,881199,PA14_61270
PA4631,,hypothetical protein,881200,PA14_61280
PA4632,,hypothetical protein,881207,PA14_61290
PA4633,,probable chemotaxis transducer,881208,PA14_61300
PA4634,,hypothetical protein,881215,PA14_61320
PA4635,,conserved hypothetical protein,881216,PA14_61330
PA4636,,hypothetical protein,881223,PA14_61360
PA4637,,hypothetical protein,881224,PA14_61370
PA4638,,hypothetical protein,,
PA4639,,hypothetical protein,881239,PA14_61390
PA4640,mqoB,malate:quinone oxidoreductase,881249,PA14_61400
PA4641,still frameshift hypothetical protein,,881250,
PA4642,,hypothetical protein,881256,PA14_61430
PA4643,,hypothetical protein,881257,PA14_61440
PA4644,,hypothetical protein,881265,PA14_61450
PA4645,,probable purine/pyrimidine phosphoribosyl transferase,881266,PA14_61460
PA4646,upp,uracil phosphoribosyltransferase,881277,PA14_61470
PA4647,uraA,uracil permease,881278,PA14_61480
PA4648,cupE1,Pilin subunit CupE1,881285,PA14_61500
PA4649,cupE2,Pilin subunit CupE2,881286,PA14_61510
PA4650,cupE3,Pilin subunit CupE3,881294,PA14_61520
PA4651,cupE4,Pilin assembly chaperone CupE4,881295,PA14_61530
PA4652,cupE5,Fimbrial usher protein CupE5,881301,PA14_61540
PA4653,cupE6,Adhesin-like protein CupE6,881302,PA14_61550
PA4654,,probable major facilitator superfamily (MFS) transporter,881310,PA14_61560
PA4655,hemH,ferrochelatase,881311,PA14_61580
PA4656,,conserved hypothetical protein,881319,PA14_61590
PA4657,,hypothetical protein,881328,PA14_61600
PA4658,,hypothetical protein,881329,PA14_61610
PA4659,,probable transcriptional regulator,881336,PA14_61620
PA4660,phr,deoxyribodipyrimidine photolyase,881337,PA14_61640
PA4661,pagL,Lipid A 3-O-deacylase,881344,PA14_61650
PA4662,murI,glutamate racemase,881345,PA14_61660
PA4663,moeB,molybdopterin biosynthesis MoeB protein,881352,PA14_61670
PA4664,prmC,"S-adenosylmethionine-dependent methyltransferase, PrmC",881353,PA14_61680
PA4665,prfA,peptide chain release factor 1,881360,PA14_61700
PA4666,hemA,glutamyl-tRNA reductase,881361,PA14_61710
PA4667,,hypothetical protein,881370,PA14_61720
PA4668,lolB,lipoprotein localization protein LolB,881371,PA14_61740
PA4669,ipk,isopentenyl monophosphate kinase,881380,PA14_61750
PA4669.1,,tRNA-Gln,3240207,
PA4670,prs,ribose-phosphate pyrophosphokinase,881387,PA14_61770
PA4671,,probable ribosomal protein L25,881395,PA14_61780
PA4672,,peptidyl-tRNA hydrolase,881396,PA14_61790
PA4673,,conserved hypothetical protein,881404,PA14_61820
PA4673.1,,tRNA-Met,3240208,
PA4674,,Antitoxin HigA,881405,PA14_61840
PA4674.1,higB,HigB,,
PA4675,chtA,ChtA,881415,PA14_61850
PA4676,,probable carbonic anhydrase,881416,PA14_61860
PA4677,,hypothetical protein,881426,PA14_61870
PA4678,rimI,peptide n-acetyltransferase RimI,881427,PA14_61880
PA4679,,hypothetical protein,881431,PA14_61890
PA4680,,hypothetical protein,881432,PA14_61910
PA4681,,hypothetical protein,881437,PA14_61920
PA4682,,hypothetical protein,881438,PA14_61940
PA4683,,hypothetical protein,881444,PA14_61950
PA4684,,hypothetical protein,881445,PA14_61960
PA4685,,hypothetical protein,881449,PA14_61980
PA4686,,hypothetical protein,881450,PA14_61990
PA4687,hitA,ferric iron-binding periplasmic protein HitA,881454,PA14_62000
PA4688,hitB,iron (III)-transport system permease HitB,881460,PA14_62010
PA4689,,hypothetical protein,881461,PA14_62020
PA4690,still frameshift hypothetical protein,,881465,
PA4690.5,,16S ribosomal RNA,3240211,
PA4691,,hypothetical protein,881474,PA14_62100
PA4692,,conserved hypothetical protein,881475,PA14_62110
PA4693,pssA,phosphatidylserine synthase,881482,PA14_62120
PA4694,ilvC,ketol-acid reductoisomerase,881483,PA14_62130
PA4695,ilvH,acetolactate synthase isozyme III small subunit,881490,PA14_62150
PA4696,ilvI,acetolactate synthase large subunit,881496,PA14_62160
PA4697,,hypothetical protein,881497,PA14_62170
PA4698,,hypothetical protein,881505,PA14_62180
PA4699,,hypothetical protein,881506,PA14_62190
PA4700,mrcB,penicillin-binding protein 1B,881511,PA14_62200
PA4701,,conserved hypothetical protein,881512,PA14_62230
PA4702,,hypothetical protein,881517,PA14_62240
PA4703,,hypothetical protein,881518,PA14_62250
PA4704,cbpA,cAMP-binding protein A,881530,PA14_62260
PA4704.3,prrH,PrrH,,
PA4704.1,prrF1,regulatory RNA PrrF1,4179187,
PA4704.2,prrF2,regulatory RNA PrrF2,4179185,
PA4705,phuW,PhuW,881531,PA14_62270
PA4706,phuV,PhuV,881536,PA14_62280
PA4707,phuU,PhuU,881537,PA14_62290
PA4708,phuT,"Heme-transport protein, PhuT",881543,PA14_62300
PA4709,phuS,PhuS,881544,PA14_62330
PA4710,phuR,Heme/Hemoglobin uptake outer membrane receptor PhuR precursor,881550,PA14_62350
PA4711,,hypothetical protein,881551,PA14_62360
PA4712,,hypothetical protein,881559,PA14_62370
PA4713,,hypothetical protein,881560,PA14_62380
PA4714,,conserved hypothetical protein,881568,PA14_62390
PA4715,,probable aminotransferase,881569,PA14_62400
PA4716,,hypothetical protein,881573,PA14_62410
PA4717,,conserved hypothetical protein,881574,PA14_62420
PA4718,,hypothetical protein,881580,PA14_62430
PA4719,,probable transporter,881581,PA14_62440
PA4720,trmA,tRNA (uracil-5-)-methyltransferase,881587,PA14_62450
PA4721,,conserved hypothetical protein,881588,PA14_62470
PA4722,,probable aminotransferase,881593,PA14_62480
PA4723,dksA,suppressor protein DksA,881594,PA14_62490
PA4724,,probable aminoacyl-transfer RNA synthetase (class I),881601,PA14_62510
PA4724.1,,conserved hypothetical protein,9793393,PA14_62520
PA4725,cbrA,two-component sensor CbrA,881602,PA14_62530
PA4726,cbrB,two-component response regulator CbrB,881609,PA14_62540
PA4726.1,P36,P36,6965622,
PA4726.11,crcZ,CrcZ,9793394,
PA4726.2,P30,P30,6965628,
PA4727,pcnB,poly(A) polymerase,881610,PA14_62560
PA4728,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,881616,PA14_62570
PA4729,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,881621,PA14_62580
PA4730,panC,pantoate--beta-alanine ligase,881622,PA14_62590
PA4731,panD,aspartate 1-decarboxylase precursor,881637,PA14_62600
PA4732,pgi,glucose-6-phosphate isomerase,881638,PA14_62620
PA4733,acsB,acetyl-coenzyme A synthetase,881650,PA14_62630
PA4734,,hypothetical protein,881651,PA14_62640
PA4735,,hypothetical protein,881654,PA14_62650
PA4736,,hypothetical protein,881655,PA14_62660
PA4737,,hypothetical protein,881663,PA14_62670
PA4738,,conserved hypothetical protein,881664,PA14_62680
PA4739,,conserved hypothetical protein,881670,PA14_62690
PA4740,pnp,polyribonucleotide nucleotidyltransferase,881671,PA14_62710
PA4741,rpsO,30S ribosomal protein S15,881675,PA14_62720
PA4742,truB,tRNA pseudouridine 55 synthase,881676,PA14_62730
PA4743,rbfA,ribosome-binding factor A,881688,PA14_62740
PA4744,infB,translation initiation factor IF-2,881695,PA14_62760
PA4745,nusA,N utilization substance protein A,881696,PA14_62770
PA4746,,conserved hypothetical protein,881700,PA14_62780
PA4746.1,,tRNA-Met,3240250,
PA4746.2,,tRNA-Leu,3240251,
PA4747,secG,secretion protein SecG,881707,PA14_62810
PA4748,tpiA,triosephosphate isomerase,881712,PA14_62830
PA4749,glmM,phosphoglucosamine mutase,881713,PA14_62840
PA4750,folP,dihydropteroate synthase,881715,PA14_62850
PA4751,ftsH,cell division protein FtsH,881716,PA14_62860
PA4752,ftsJ,cell division protein FtsJ,881725,PA14_62870
PA4753,,conserved hypothetical protein,881726,PA14_62880
PA4754,,hypothetical protein,881735,PA14_62890
PA4755,greA,transcription elongation factor GreA,881736,PA14_62900
PA4756,carB,carbamoylphosphate synthetase large subunit,881743,PA14_62910
PA4757,,conserved hypothetical protein,881750,PA14_62920
PA4758,carA,carbamoyl-phosphate synthase small chain,881751,PA14_62930
PA4758.1,P32,P32,6965632,
PA4759,dapB,dihydrodipicolinate reductase,881759,PA14_62940
PA4760,dnaJ,DnaJ protein,881760,PA14_62960
PA4761,dnaK,DnaK protein,881765,PA14_62970
PA4762,grpE,heat shock protein GrpE,881766,PA14_62990
PA4763,recN,DNA repair protein RecN,881773,PA14_63010
PA4764,fur,ferric uptake regulation protein,881780,PA14_63020
PA4765,omlA,Outer membrane lipoprotein OmlA precursor,881781,PA14_63030
PA4766,,conserved hypothetical protein,881790,PA14_63040
PA4767,,conserved hypothetical protein,881791,PA14_63050
PA4768,smpB,SmpB protein,881797,PA14_63060
PA4769,,probable transcriptional regulator,881798,PA14_63070
PA4770,lldP,L-lactate permease,881808,PA14_63080
PA4771,lldD,L-lactate dehydrogenase,881809,PA14_63090
PA4772,,probable ferredoxin,881816,PA14_63100
PA4773,,hypothetical protein,881823,PA14_63110
PA4774,,hypothetical protein,881824,PA14_63120
PA4775,,hypothetical protein,881833,PA14_63130
PA4776,pmrA,PmrA: two-component regulator system response regulator PmrA,881834,PA14_63150
PA4777,pmrB,PmrB: two-component regulator system signal sensor kinase PmrB,881841,PA14_63160
PA4778,cueR,CueR,881842,PA14_63170
PA4779,,hypothetical protein,880056,PA14_63190
PA4780,,conserved hypothetical protein,880057,PA14_63200
PA4781,,cyclic di-GMP phosphodiesterase,880075,PA14_63210
PA4782,,hypothetical protein,880076,PA14_63220
PA4783,,conserved hypothetical protein,880391,PA14_63230
PA4784,,probable transcriptional regulator,880392,PA14_63240
PA4785,,probable acyl-CoA thiolase,880568,PA14_63250
PA4786,,probable short-chain dehydrogenase,880569,PA14_63270
PA4787,,probable transcriptional regulator,880495,PA14_63280
PA4788,,hypothetical protein,880496,PA14_63290
PA4789,,conserved hypothetical protein,880548,PA14_63300
PA4790,,conserved hypothetical protein,880549,PA14_63310
PA4791,,hypothetical protein,880462,PA14_63320
PA4792,,conserved hypothetical protein,880463,PA14_63330
PA4793,,hypothetical protein,880439,PA14_63340
PA4794,,hypothetical protein,880440,PA14_63350
PA4795,,hypothetical protein,880423,PA14_63360
PA4796,,hypothetical protein,880424,PA14_63370
PA4798,,hypothetical protein,880408,PA14_63380
PA4799,,hypothetical protein,880308,PA14_63390
PA4800,,hypothetical protein,880309,PA14_63410
PA4801,,hypothetical protein,880269,PA14_63430
PA4802,,hypothetical protein,880270,
PA4802.1,,tRNA-Sec,3240273,
PA4803,,hypothetical protein,880251,PA14_63470
PA4804,,"POTRA-like domain-containing usher, CupB3",880252,PA14_63480
PA4805,,probable class III aminotransferase,880237,PA14_63500
PA4806,,probable transcriptional regulator,880238,PA14_63520
PA4807,selB,selenocysteine-specific elongation factor,880197,PA14_63530
PA4808,selA,L-seryl-tRNA(ser) selenium transferase,880198,PA14_63540
PA4809,fdhE,FdhE protein,880170,PA14_63550
PA4810,fdnI,"nitrate-inducible formate dehydrogenase, gamma subunit",880192,PA14_63570
PA4811,fdnH,"nitrate-inducible formate dehydrogenase, beta subunit",880193,PA14_63580
PA4812,fdnG,"formate dehydrogenase-O, major subunit",880124,
PA4813,lipC,lipase LipC,880125,PA14_63620
PA4814,fadH2,"2,4-dienoyl-CoA reductase FadH2",880156,PA14_63640
PA4815,,hypothetical protein,880157,PA14_63650
PA4816,,hypothetical protein,880098,PA14_63660
PA4817,,hypothetical protein,880099,PA14_63680
PA4818,,conserved hypothetical protein,880067,PA14_63700
PA4819,,probable glycosyl transferase,880068,PA14_63710
PA4820,,hypothetical protein,880058,PA14_63720
PA4821,,probable transporter,880059,PA14_63730
PA4822,,hypothetical protein,880171,PA14_63750
PA4823,,hypothetical protein,880172,PA14_63770
PA4824,,hypothetical protein,880400,PA14_63780
PA4825,mgtA,"Mg(2+) transport ATPase, P-type 2",880401,PA14_63800
PA4826,,hypothetical protein,882168,PA14_63820
PA4827,,arylamine N-acetyltransferase,882169,PA14_63830
PA4828,,conserved hypothetical protein,882253,PA14_63840
PA4829,lpd3,dihydrolipoamide dehydrogenase 3,882254,PA14_63850
PA4830,,hypothetical protein,882275,PA14_63860
PA4831,,probable transcriptional regulator,882767,PA14_63880
PA4832,,probable short-chain dehydrogenase,882768,PA14_63890
PA4833,,conserved hypothetical protein,882769,PA14_63900
PA4834,,putative nicotianamine synthase,882351,PA14_63910
PA4835,,hypothetical protein,882352,PA14_63920
PA4836,,hypothetical protein,878136,PA14_63940
PA4837,,probable outer membrane protein precursor,878137,PA14_63960
PA4838,,hypothetical protein,879593,PA14_63970
PA4839,speA,arginine decarboxylase (ADC),879594,PA14_63990
PA4840,,conserved hypothetical protein,879519,PA14_64000
PA4841,,conserved hypothetical protein,879630,PA14_64010
PA4842,,hypothetical protein,879631,PA14_64030
PA4843,gcbA,GcbA,879632,PA14_64050
PA4844,ctpL,CtpL,879569,PA14_64060
PA4845,dipZ,thiol:disulfide interchange protein DipZ,879570,PA14_64080
PA4846,aroQ1,3-dehydroquinate dehydratase,878093,PA14_64090
PA4847,accB,biotin carboxyl carrier protein (BCCP),879557,PA14_64100
PA4848,accC,biotin carboxylase,879558,PA14_64110
PA4849,,hypothetical protein,878324,PA14_64120
PA4850,prmA,ribosomal protein L11 methyltransferase,878325,PA14_64140
PA4851,,hypothetical protein,878658,PA14_64170
PA4852,,conserved hypothetical protein,878659,PA14_64180
PA4853,fis,DNA-binding protein Fis,880045,PA14_64190
PA4854,purH,phosphoribosylaminoimidazolecarboxamide formyltransferase,880046,PA14_64200
PA4855,purD,phosphoribosylamine--glycine ligase,878236,PA14_64220
PA4856,retS,RetS (Regulator of Exopolysaccharide and Type III Secretion),877881,PA14_64230
PA4857,tspR,TspR,877882,PA14_64240
PA4858,,conserved hypothetical protein,877883,PA14_64270
PA4859,,probable permease of ABC transporter,880868,PA14_64280
PA4860,,probable permease of ABC transporter,880869,PA14_64290
PA4861,,probable ATP-binding component of ABC transporter,877937,PA14_64300
PA4862,,probable ATP-binding component of ABC transporter,877938,PA14_64310
PA4863,,hypothetical protein,879775,PA14_64320
PA4864,ureD,urease accessory protein,879776,PA14_64335
PA4865,ureA,urease gamma subunit,882210,PA14_64350
PA4866,,conserved hypothetical protein,882184,PA14_64360
PA4867,ureB,urease beta subunit,882185,PA14_64370
PA4868,ureC,urease alpha subunit,878240,PA14_64390
PA4869,,hypothetical protein,878241,PA14_64400
PA4870,,conserved hypothetical protein,878248,PA14_64410
PA4871,,hypothetical protein,878249,PA14_64420
PA4872,,hypothetical protein,878100,PA14_64440
PA4873,,probable heat-shock protein,878101,PA14_64450
PA4874,,conserved hypothetical protein,879705,PA14_64460
PA4875,,hypothetical protein,879706,PA14_64470
PA4876,osmE,osmotically inducible lipoprotein OsmE,879707,PA14_64480
PA4877,,hypothetical protein,882233,PA14_64490
PA4878,brlR,BrlR,882234,PA14_64500
PA4879,,conserved hypothetical protein,882910,PA14_64510
PA4880,,probable bacterioferritin,882911,PA14_64520
PA4881,,hypothetical protein,882511,PA14_64530
PA4882,,hypothetical protein,882512,PA14_64540
PA4883,,hypothetical protein,879597,PA14_64550
PA4884,,hypothetical protein,879598,PA14_64560
PA4885,irlR,two-component response regulator,877996,PA14_64570
PA4886,,probable two-component sensor,877997,PA14_64580
PA4887,,probable major facilitator superfamily (MFS) transporter,882278,PA14_64590
PA4888,desB,"acyl-CoA delta-9-desaturase, DesB",882279,PA14_64610
PA4889,,probable oxidoreductase,882264,PA14_64620
PA4890,desT,DesT,882265,PA14_64640
PA4891,ureE,urease accessory protein UreE,882294,PA14_64650
PA4892,ureF,urease accessory protein UreF,882295,PA14_64660
PA4893,ureG,urease accessory protein UreG,878632,PA14_64670
PA4894,,hypothetical protein,878633,PA14_64680
PA4895,,probable transmembrane sensor,878635,PA14_64690
PA4896,,"probable sigma-70 factor, ECF subfamily",878636,PA14_64700
PA4897,,TonB-dependent receptor,879747,PA14_64710
PA4898,opdK,histidine porin OpdK,879748,PA14_64720
PA4899,,probable aldehyde dehydrogenase,879749,PA14_64740
