PA14_ID,Name,Product.Name,GeneID.(PAO1),PAO1_ID
PA14_66050,,acyl-CoA dehydrogenase,881679,PA4995
PA14_66060,rfaE,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,881680,PA4996
PA14_66080,msbA,transport protein MsbA,881672,PA4997
PA14_66090,,hypothetical protein,881673,PA4998
PA14_66100,,hypothetical protein,881661,PA4999
PA14_66110,,glycosyl transferase family protein,881662,PA5000
PA14_66120,,hypothetical protein,881665,PA5001
PA14_66140,dnpA,"de-N-acetylase involved in persistence, DnpA",881666,PA5002
PA14_66150,,hypothetical protein,881613,PA5003
PA14_66160,,glycosyl transferase family protein,881614,PA5004
PA14_66170,,carbamoyl transferase,881615,PA5005
PA14_66190,,hypothetical protein,881607,PA5006
PA14_66200,,hypothetical protein,881608,PA5007
PA14_66210,,hypothetical protein,881539,PA5008
PA14_66220,waaP,lipopolysaccharide kinase WaaP,881540,PA5009
PA14_66230,waaG,"UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG",881532,PA5010
PA14_66240,waaC,lipopolysaccharide heptosyltransferase I,881533,PA5011
PA14_66250,waaF,heptosyltransferase II,881422,PA5012
PA14_66260,ilvE,branched-chain amino acid aminotransferase,881423,PA5013
PA14_66270,glnE,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase,881325,PA5014
PA14_66290,aceE,pyruvate dehydrogenase subunit E1,881326,PA5015
PA14_66310,aceF,dihydrolipoamide acetyltransferase,881297,PA5016
PA14_66320,,hypothetical protein,881298,PA5017
PA14_66330,msrA,peptide methionine sulfoxide reductase,881240,PA5018
PA14_66340,,hypothetical protein,881241,PA5019
PA14_66350,,acyl-CoA dehydrogenase,881271,PA5020
PA14_66380,,potassium/proton antiporter,881272,PA5021
PA14_66400,,potassium efflux protein KefA,881258,PA5022
PA14_66410,,hypothetical protein,881259,PA5023
PA14_66420,,hypothetical protein,881204,PA5024
PA14_66440,metY,O-acetylhomoserine aminocarboxypropyltransferase,881205,PA5025
PA14_66450,,hypothetical protein,881228,PA5026
PA14_66460,,hypothetical protein,881229,PA5027
PA14_66480,,hypothetical protein,881175,PA5028
PA14_66490,,LysR family transcriptional regulator,881176,PA5029
PA14_66510,,MFS transporter,881212,PA5030
PA14_66520,,short chain dehydrogenase,881213,PA5031
PA14_66530,,transcriptional regulator,881214,PA5032
PA14_66540,,hypothetical protein,881201,PA5033
PA14_66550,hemE,uroporphyrinogen decarboxylase,881202,PA5034
PA14_66560,gltD,glutamate synthase subunit beta,881221,PA5035
PA14_66570,gltB,glutamate synthase subunit alpha,881222,PA5036
PA14_66580,,hypothetical protein,881252,PA5037
PA14_66600,aroB,3-dehydroquinate synthase,881253,PA5038
PA14_66610,aroK,shikimate kinase,880961,PA5039
PA14_66620,pilQ,type 4 fimbrial biogenesis outer membrane protein PilQ precursor,880962,PA5040
PA14_66630,pilP,type 4 fimbrial biogenesis protein PilP,880984,PA5041
PA14_66640,pilO,type 4 fimbrial biogenesis protein PilO,880985,PA5042
PA14_66650,pilN,type 4 fimbrial biogenesis protein PilN,881025,PA5043
PA14_66660,pilM,type 4 fimbrial biogenesis protein PilM,881162,PA5044
PA14_66670,ponA,penicillin-binding protein 1A,881163,PA5045
PA14_66680,maeB,malic enzyme,881142,PA5046
PA14_66690,,protease,881143,PA5047
PA14_66700,,nuclease,881144,PA5048
PA14_66710,rpmE,50S ribosomal protein L31,881149,PA5049
PA14_66720,priA,primosome assembly protein PriA,881150,PA5050
PA14_66750,argS,arginyl-tRNA synthetase,881194,PA5051
PA14_66760,,hypothetical protein,881048,PA5052
PA14_66770,hslV,ATP-dependent protease peptidase subunit,881049,PA5053
PA14_66790,hslU,ATP-dependent protease ATP-binding subunit HslU,881050,PA5054
PA14_66800,,hypothetical protein,881075,PA5055
PA14_66820,phaC1,poly(3-hydroxyalkanoic acid) synthase 1,881076,PA5056
PA14_66830,phaD,poly(3-hydroxyalkanoic acid) depolymerase,881171,PA5057
PA14_66840,phaC2,poly(3-hydroxyalkanoic acid) synthase 2,881185,PA5058
PA14_66850,,TetR family transcriptional regulator,881186,PA5059
PA14_66875,phaF,polyhydroxyalkanoate synthesis protein PhaF,,
PA14_66880,,hypothetical protein,878049,PA5061
PA14_66890,,hypothetical protein,878050,PA5062
PA14_66900,ubiE,ubiquinone/menaquinone biosynthesis methyltransferase,879743,PA5063
PA14_66910,,hypothetical protein,879744,PA5064
PA14_66920,ubiB,ubiquinone biosynthesis protein UbiB,878018,PA5065
PA14_66940,hisI,phosphoribosyl-AMP cyclohydrolase,878019,PA5066
PA14_66950,hisE,phosphoribosyl-ATP pyrophosphatase,878486,PA5067
PA14_66960,tatA,twin arginine translocase A,878487,PA5068
PA14_66970,tatB,sec-independent translocase,879670,PA5069
PA14_66980,tatC,sec-independent protein translocase TatC,879671,PA5070
PA14_66990,,16S ribosomal RNA methyltransferase RsmE,881231,PA5071
PA14_67010,,chemotaxis transducer,881232,PA5072
PA14_67020,,hypothetical protein,881152,PA5073
PA14_67030,,ABC transporter ATP-binding protein,881153,PA5074
PA14_67040,,ABC transporter permease,879764,PA5075
PA14_67050,,ABC transporter substrate-binding protein,879765,PA5076
PA14_67065,mdoH,glucosyltransferase MdoH,879628,PA5077
PA14_67090,mdoG,glucan biosynthesis protein G,879629,PA5078
PA14_67100,,D-tyrosyl-tRNA(Tyr) deacylase,880247,PA5079
PA14_67110,,prolyl aminopeptidase,880248,PA5080
PA14_67120,,hypothetical protein,880086,PA5081
PA14_67130,,ABC transporter substrate-binding protein,880087,PA5082
PA14_67140,,hypothetical protein,880265,PA5083
PA14_67150,,oxidoreductase,880266,PA5084
PA14_67170,,LysR family transcriptional regulator,880267,PA5085
PA14_67180,,hypothetical protein,,
PA14_67190,,hypothetical protein,882244,PA5088
PA14_67200,,hypothetical protein,882273,PA5087
PA14_67210,,hypothetical protein,,
PA14_67220,,hypothetical protein,882245,PA5089
PA14_67230,,hypothetical protein,882228,PA5090
PA14_67240,hutG,N-formylglutamate amidohydrolase,882229,PA5091
PA14_67250,hutI,imidazolonepropionase,878339,PA5092
PA14_67260,,histidine/phenylalanine ammonia-lyase,878340,PA5093
PA14_67270,,ABC transporter ATP-binding protein,878341,PA5094
PA14_67280,,ABC transporter permease,879514,PA5095
PA14_67300,,ABC transporter substrate-binding protein,879515,PA5096
PA14_67310,,amino acid permease,878367,PA5097
PA14_67320,hutH,histidine ammonia-lyase,878368,PA5098
PA14_67340,,cytosine/purines uracil thiamine allantoin permease,880889,PA5099
PA14_67350,hutU,urocanate hydratase,880890,PA5100
PA14_67370,,hypothetical protein,879484,PA5101
PA14_67380,,fatty acid desaturase,879485,PA5102
PA14_67400,,ABC transporter substrate-binding protein,883032,PA5103
PA14_67410,,hypothetical protein,883033,PA5104
PA14_67420,hutC,histidine utilization genes repressor protein,883034,PA5105
PA14_67440,,N-formimino-L-glutamate deiminase,880703,PA5106
PA14_67450,blc,outer membrane lipoprotein Blc,880704,PA5107
PA14_67460,,lipoprotein,877605,PA5108
PA14_67470,,hypothetical protein,877606,PA5109
PA14_67490,fbp,"fructose-1,6-bisphosphatase",882240,PA5110
PA14_67500,gloA3,lactoylglutathione lyase,882241,PA5111
PA14_67510,estA,esterase EstA,878826,PA5112
PA14_67520,,hypothetical protein,878827,PA5113
PA14_67530,,hypothetical protein,877642,PA5114
PA14_67540,,hypothetical protein,877643,PA5115
PA14_67550,,transcriptional regulator,879600,PA5116
PA14_67560,typA,TypA,879601,PA5117
PA14_67580,thiI,thiamine biosynthesis protein ThiI,877687,PA5118
PA14_67600,glnA,glutamine synthetase,877688,PA5119
PA14_67620,,hypothetical protein,878800,PA5120
PA14_67630,,hypothetical protein,878801,PA5121
PA14_67640,,hypothetical protein,878802,PA5122
PA14_67650,,hypothetical protein,877970,PA5123
PA14_67670,ntrB,two-component sensor NtrB,877971,PA5124
PA14_67680,ntrC,two-component response regulator NtrC,877699,PA5125
PA14_67700,,hypothetical protein,877700,PA5126
PA14_67710,,rRNA methylase,878568,PA5127
PA14_67720,secB,preprotein translocase subunit SecB,878569,PA5128
PA14_67740,grx,glutaredoxin,877828,PA5129
PA14_67750,,rhodanese-like domain-containing protein,877829,PA5130
PA14_67770,pgm,phosphoglyceromutase,878134,PA5131
PA14_67780,,hypothetical protein,878135,PA5132
PA14_67790,,membrane-bound metallopeptidase,878609,PA5133
PA14_67810,,carboxyl-terminal protease,878610,PA5134
PA14_67820,,hypothetical protein,878611,PA5135
PA14_67830,,hypothetical protein,878021,PA5136
PA14_67840,,ABC-type amino acid transporter,878022,PA5137
PA14_67850,,"ABC-type amino acid transport protein, periplasmic component",878478,PA5138
PA14_67860,,ABC-type amino acid transporter,878479,PA5139
PA14_67880,hisF1,imidazole glycerol phosphate synthase subunit HisF,878541,PA5140
PA14_67890,hisA,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,878542,PA5141
PA14_67900,,hypothetical protein,,
PA14_67920,hisH,imidazole glycerol phosphate synthase subunit HisH,878788,PA5142
PA14_67930,hisB,imidazoleglycerol-phosphate dehydratase,878789,PA5143
PA14_67940,,hypothetical protein,878777,PA5144
PA14_67960,,hypothetical protein,,
PA14_67970,,hypothetical protein,878778,PA5145
PA14_67975,,hypothetical protein,878779,PA5146
PA14_67990,mutY,A/G-specific adenine glycosylase,878753,PA5147
PA14_68000,,hypothetical protein,878754,PA5148
PA14_68010,,,,
PA14_68020,,,,
PA14_68030,,tRNA-Phe,,
PA14_68040,,short-chain dehydrogenase,879973,PA5150
PA14_68050,,hypothetical protein,879974,PA5151
PA14_68060,,ABC transporter ATP-binding protein,879975,PA5152
PA14_68070,,periplasmic binding protein,879969,PA5153
PA14_68080,,ABC transporter permease,879970,PA5154
PA14_68090,,ABC transporter permease,879956,PA5155
PA14_68100,,hypothetical protein,879957,PA5156
PA14_68110,,transcriptional regulator,880004,PA5157
PA14_68120,,outer membrane protein,880005,PA5158
PA14_68130,,multidrug resistance protein,880006,PA5159
PA14_68140,,drug efflux transporter,879920,PA5160
PA14_68150,,tRNA-Thr,,
PA14_68170,rmlB,"dTDP-D-glucose 4,6-dehydratase",879982,PA5161
PA14_68190,rmlD,dTDP-4-dehydrorhamnose reductase,879983,PA5162
PA14_68200,rmlA,glucose-1-phosphate thymidylyltransferase,879990,PA5163
PA14_68210,rmlC,"dTDP-4-dehydrorhamnose 3,5-epimerase",879991,PA5164
PA14_68230,,two-component sensor,879962,PA5165
PA14_68250,,two-component response regulator,879963,PA5166
PA14_68260,,c4-dicarboxylate-binding protein,879964,PA5167
PA14_68280,,dicarboxylate transporter,877772,PA5168
PA14_68290,,C4-dicarboxylate transporter,877773,PA5169
PA14_68300,arcD,arginine/ornithine antiporter,881800,PA5170
PA14_68330,arcA,arginine deiminase,881801,PA5171
PA14_68340,arcB,ornithine carbamoyltransferase,881792,PA5172
PA14_68350,arcC,carbamate kinase,881793,PA5173
PA14_68360,,beta-ketoacyl synthase,881783,PA5174
PA14_68370,cysQ,"3'(2'),5'-bisphosphate nucleotidase",881784,PA5175
PA14_68380,nudE,ADP-ribose diphosphatase NudE,881740,PA5176
PA14_68390,,hydrolase,881741,PA5177
PA14_68400,,LysM domain/BON superfamily protein,881721,PA5178
PA14_68420,,LysR family transcriptional regulator,881722,PA5179
PA14_68430,,formate dehydrogenase accessory protein FdhD,881723,PA5180
PA14_68440,,oxidoreductase,881731,PA5181
PA14_68450,,hypothetical protein,881732,PA5182
PA14_68460,,hypothetical protein,881599,PA5183
PA14_68470,,hypothetical protein,,PA5183.1
PA14_68480,,chorismate mutase,881600,PA5184
PA14_68490,,hypothetical protein,881521,PA5185
PA14_68500,,iron-containing alcohol dehydrogenase,881522,PA5186
PA14_68510,,acyl-CoA dehydrogenase,881523,PA5187
PA14_68530,,3-hydroxyacyl-CoA dehydrogenase,881485,PA5188
PA14_68550,,LysR family transcriptional regulator,881486,PA5189
PA14_68560,,nitroreductase,877943,PA5190
PA14_68570,,hypothetical protein,877944,PA5191
PA14_68580,pckA,phosphoenolpyruvate carboxykinase,879312,PA5192
PA14_68610,hslO,Hsp33-like chaperonin,879313,PA5193
PA14_68620,,hypothetical protein,880279,PA5194
PA14_68630,,heat shock protein,880280,PA5195
PA14_68640,,hypothetical protein,880281,PA5196
PA14_68660,rimK,ribosomal protein S6 modification protein,880288,PA5197
PA14_68670,,carboxypeptidase,880289,PA5198
PA14_68680,envZ,two-component sensor EnvZ,880300,PA5199
PA14_68700,ompR,osmolarity response regulator,880301,PA5200
PA14_68710,,hypothetical protein,878507,PA5201
PA14_68720,,hypothetical protein,878508,PA5202
PA14_68730,gshA,glutamate--cysteine ligase,879474,PA5203
PA14_68740,argA,N-acetylglutamate synthase,879475,PA5204
PA14_68750,,multiple drug resistance protein MarC,879574,PA5205
PA14_68770,argE,acetylornithine deacetylase,879575,PA5206
PA14_68780,,phosphate transporter,879542,PA5207
PA14_68800,,hypothetical protein,879543,PA5208
PA14_68810,,hypothetical protein,879544,PA5209
PA14_68820,,secretion pathway ATPase,879675,PA5210
PA14_68830,,hypothetical protein,879676,PA5211
PA14_68840,,hypothetical protein,880605,PA5212
PA14_68850,gcvP1,glycine dehydrogenase,880606,PA5213
PA14_68860,gcvH1,glycine cleavage system protein H,880637,PA5214
PA14_68870,gcvT,glycine cleavage system aminomethyltransferase T,880638,PA5215
PA14_68890,,"iron ABC transporter, permease",880841,PA5216
PA14_68900,,iron ABC transporter substrate-binding protein,880842,PA5217
PA14_68920,,LysR family transcriptional regulator,880843,PA5218
PA14_68930,,permease,882291,PA5219
PA14_68940,,hypothetical protein,882292,PA5220
PA14_68955,,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",879231,PA5221
PA14_68970,,hypothetical protein,879232,PA5222
PA14_68980,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,882287,PA5223
PA14_69000,pepP,aminopeptidase,882288,PA5224
PA14_69010,,hypothetical protein,878639,PA5225
PA14_69020,,hypothetical protein,878640,PA5226
PA14_69030,,hypothetical protein,878641,PA5227
PA14_69040,,5-formyltetrahydrofolate cyclo-ligase,879180,PA5228
PA14_69050,,hypothetical protein,879181,PA5229
PA14_69060,,ABC transporter permease,880796,PA5230
PA14_69070,,ABC transporter ATP-binding protein/permease,880797,PA5231
PA14_69090,,hypothetical protein,880798,PA5232
PA14_69100,,flagellar basal body-associated protein FliL-like protein,879662,PA5233
PA14_69110,,oxidoreductase,879663,PA5234
PA14_69130,glpT,sn-glycerol-3-phosphate transporter,880661,PA5235
PA14_69140,,"CDP-6-deoxy-delta-3,4-glucoseen reductase",880662,PA5236
PA14_69150,,hypothetical protein,880853,PA5237
PA14_69170,,O-antigen acetylase,880854,PA5238
PA14_69190,rho,transcription termination factor Rho,880855,PA5239
PA14_69200,trxA,thioredoxin,877946,PA5240
PA14_69220,ppx,exopolyphosphatase,877947,PA5241
PA14_69230,ppk,polyphosphate kinase,879700,PA5242
PA14_69240,hemB,delta-aminolevulinic acid dehydratase,879701,PA5243
PA14_69250,,hypothetical protein,880622,PA5244
PA14_69260,,isoprenoid biosynthesis protein with amidotransferase-like domain,880623,PA5245
PA14_69270,,hypothetical protein,878652,PA5246
PA14_69280,,hypothetical protein,878653,PA5247
PA14_69300,,hypothetical protein,879647,PA5248
PA14_69310,,LysE family efflux protein,879648,PA5249
PA14_69320,,integral membrane transport protein,879649,PA5250
PA14_69330,,hypothetical protein,880735,PA5251
PA14_69340,,ABC transporter ATP-binding protein,880736,PA5252
PA14_69350,,hypothetical protein,,
PA14_69370,algP,alginate regulatory protein AlgP,,
PA14_69380,,"peptidyl-prolyl cis-trans isomerase, FkbP-type",880807,PA5254
PA14_69390,algQ,anti-RNA polymerase sigma 70 factor,879719,PA5255
PA14_69400,dsbB2,DsbB2,879720,PA5256
PA14_69420,,enzyme of heme biosynthesis,879722,PA5257
PA14_69430,,hypothetical protein,879723,PA5258
PA14_69440,hemD,uroporphyrinogen-III synthase,879724,PA5259
PA14_69450,hemC,porphobilinogen deaminase,877673,PA5260
PA14_69470,algR,alginate biosynthesis regulatory protein AlgR,877674,PA5261
PA14_69480,algZ,alginate biosynthesis protein AlgZ/FimS,879635,PA5262
PA14_69500,argH,argininosuccinate lyase,879636,PA5263
PA14_69510,,hypothetical protein,,
PA14_69520,,hypothetical protein,,
PA14_69540,,hypothetical protein,,
PA14_69550,,hypothetical protein,879578,PA5266
PA14_69560,hcpB,secreted protein Hcp,,"PA0263, PA5267"
PA14_69570,corA,magnesium/cobalt transport protein,878655,PA5268
PA14_69580,,hypothetical protein,878656,PA5269
PA14_69590,,ABC-type amino acid transporter,877742,PA5270
PA14_69600,,hypothetical protein,877743,PA5271
PA14_69610,cyaA,adenylate cyclase,877744,PA5272
PA14_69620,,hypothetical protein,877819,PA5273
PA14_69630,rnk,nucleoside diphosphate kinase regulator,877820,PA5274
PA14_69640,cyaY,frataxin-like protein,877753,PA5275
PA14_69660,lppL,lipopeptide LppL,877754,PA5276
PA14_69670,lysA,diaminopimelate decarboxylase,877749,PA5277
PA14_69690,dapF,diaminopimelate epimerase,877750,PA5278
PA14_69700,,hypothetical protein,878327,PA5279
PA14_69710,xerC,site-specific tyrosine recombinase XerC,878328,PA5280
PA14_69720,,hydrolase,877915,PA5281
PA14_69740,,MFS transporter,877916,PA5282
PA14_69750,,transcriptional regulator,877917,PA5283
PA14_69760,,fimbrial protein,878097,PA5284
PA14_69770,sutA,SutA,878098,PA5285
PA14_69780,,hypothetical protein,879508,PA5286
PA14_69795,amtB,ammonium transporter,879509,PA5287
PA14_69810,glnK,nitrogen regulatory protein P-II 2,878342,PA5288
PA14_69820,,hypothetical protein,878343,PA5289
PA14_69840,,magnesium chelatase,878344,PA5290
PA14_69850,,choline transporter,877729,PA5291
PA14_69870,pchP,phosphorylcholine phosphatase,877730,PA5292
PA14_69880,,LysR family transcriptional regulator,880555,PA5293
PA14_69890,,multidrug efflux protein NorA,880556,PA5294
PA14_69900,,hypothetical protein,880557,PA5295
PA14_69910,rep,ATP-dependent DNA helicase Rep,881391,PA5296
PA14_69925,poxB,pyruvate dehydrogenase (cytochrome),881392,PA5297
PA14_69940,xpt,xanthine phosphoribosyltransferase,878159,PA5298
PA14_69950,,hypothetical protein,878160,PA5299
PA14_69970,cycB,cytochrome c5,878483,PA5300
PA14_69980,,transcriptional regulator,878484,PA5301
PA14_69990,dadX,alanine racemase,878055,PA5302
PA14_70010,,hypothetical protein,878056,PA5303
PA14_70040,dadA,D-amino acid dehydrogenase small subunit,878057,PA5304
PA14_70050,,hypothetical protein,879653,PA5305
PA14_70060,,lipoprotein,879654,PA5306
PA14_70070,,hypothetical protein,878435,PA5307
PA14_70080,lrp,leucine-responsive regulatory protein,878436,PA5308
